objectnumber,totaluniquepageviews,culture,imagepermissionlevel,rank,dated,id,title,url
2001.164.11,7,American,0,122243,1864,147326,Partial Mount Desert Island Landscape; verso: Partial Bald Porcupine Island Landscape,https://www.harvardartmuseums.org/collections/object/147326
1974.102.8,7,Japanese,1,92045,"Shōwa period, dated 1946",202326,"Farmhouse in Ayashi, Miyagi Prefecture",https://www.harvardartmuseums.org/collections/object/202326
1997.245,11,Indian,0,119485,20th century,213341,A Queen Visits a Bearded Man,https://www.harvardartmuseums.org/collections/object/213341
P1970.3511,1,American,0,234074,"October 1935, printed later",303554,"Untitled (""The Patch,"" Cassville, Scotts Run, West Virginia)",https://www.harvardartmuseums.org/collections/object/303554
1985.483,52,Japanese,0,108466,"Late Momoyama period, early 17th century",211393,Poem on a Winter Theme (Waka shikishi),https://www.harvardartmuseums.org/collections/object/211393
BRLF.1010.335,0,American,1,183825,1940s-1950s,8602,Kodak,https://www.harvardartmuseums.org/collections/object/8602
G5578,1,Italian,0,197476,16th century,276741,Scientific illustration,https://www.harvardartmuseums.org/collections/object/276741
P1970.4270.1,2,American,0,234983,September 1941,189673,"Untitled (Jonathan Shahn, Jersey Homesteads, New Jersey)",https://www.harvardartmuseums.org/collections/object/189673
2007.45,30,German,0,126822,16th century,316192,Grammatica,https://www.harvardartmuseums.org/collections/object/316192
1932.55,2,Greek,0,56407,188 BCE,186287,Drachm of Ariarathes IV of Cappadocia,https://www.harvardartmuseums.org/collections/object/186287
M2869.8.67,6,Italian,0,203950,18th century,70015,Tomb of Cecilia Metella called Capo di Bove,https://www.harvardartmuseums.org/collections/object/70015
2017.97.39,0,,0,140180,,358259,1 of 30 contact sheets for Nudes Glass Negatives,https://www.harvardartmuseums.org/collections/object/358259
BRLF.1017.122,2,American,1,185331,1954-1955,55764,"[Drawing by Lyonel Feininger, 1954]",https://www.harvardartmuseums.org/collections/object/55764
G4354,8,French,0,196372,17th century,273562,Pardon des Rochelois,https://www.harvardartmuseums.org/collections/object/273562
S2.73.2,8,French,0,256748,17th century,235545,The Flight into Egypt,https://www.harvardartmuseums.org/collections/object/235545
M13452,4,British,0,214049,17th century,255542,The Abbey at Melk,https://www.harvardartmuseums.org/collections/object/255542
R14919,3,French,0,256011,19th century,241688,Young Bull,https://www.harvardartmuseums.org/collections/object/241688
593.1928,30,American,0,48225,1892,232119,Pitcher,https://www.harvardartmuseums.org/collections/object/232119
M21782,14,Irish,1,222371,1970,250593,"Page 18, Walter Gutman: ""He and she saw eye to eye. Express and loca passing by..."" Photo, uncaptioned, of Gutman. Photo by Les Levine : Jill Johnston, Sheindhi, Ann and their children",https://www.harvardartmuseums.org/collections/object/250593
4.2002.9143,62,American,0,28220,1948,133350,Untitled (portrait of old man with young girl in his lap inside house),https://www.harvardartmuseums.org/collections/object/133350
CW2001.795.21,0,American,0,189255,1975,70535,Sketch,https://www.harvardartmuseums.org/collections/object/70535
1995.1169.490.A-D,1,Korean,0,118403,,332249,Four Fragments of a Vessel,https://www.harvardartmuseums.org/collections/object/332249
1972.184,22,Graeco-Bactrian,0,90837,206 BCE-200 BCE,196070,Tetradrachm of Euthydemos I of Baktria,https://www.harvardartmuseums.org/collections/object/196070
1920.44.189,9,Greek,0,52125,400-300 BCE,292166,Standing Female Figure,https://www.harvardartmuseums.org/collections/object/292166
1977.166,628,Caucasian,0,234,1890-1910,214707,Prayer Carpet,https://www.harvardartmuseums.org/collections/object/214707
2009.100.42,37,American,1,133915,November 1937,317214,Untitled [Ribnitz],https://www.harvardartmuseums.org/collections/object/317214
BRLF.1009.134,0,American,1,183326,1940s-1950s,9379,Hydrant,https://www.harvardartmuseums.org/collections/object/9379
CW2001.488,0,American,0,188518,20th century,171510,"Object file, non-estate: Normal Corner, 1971, sculpture",https://www.harvardartmuseums.org/collections/object/171510
4.2002.10539,0,American,0,29644,1940,131968,Untitled (couple eating at counter of Heinz Company restaurant),https://www.harvardartmuseums.org/collections/object/131968
1951.31.4.627,1,Byzantine,0,73980,565-578 CE,145904,Coin of Justin II,https://www.harvardartmuseums.org/collections/object/145904
1980.85.11,4,Greek,0,102058,281 BCE-261 BCE,186094,"Coin of Antiochos I Soter of Syria, Antioch",https://www.harvardartmuseums.org/collections/object/186094
P1982.339,1,American,1,239108,1975,284712,Colorado,https://www.harvardartmuseums.org/collections/object/284712
M24768,22,Dutch,0,227559,17th century,237301,Skaters,https://www.harvardartmuseums.org/collections/object/237301
G5647,2,German,0,197545,1556,276832,"Illustration from Cyprianus von Leowitz, Eclipsium omnium ab anno 1554 usque in annum domini 1606.  Augsburg, Philipp Ulhart, 1556",https://www.harvardartmuseums.org/collections/object/276832
1985.324,60,Turkish,0,107775,1500-1550,215894,Hexagonal Tile fragment with a radial pattern of stylized lotuses and small blossoms around a central medallion,https://www.harvardartmuseums.org/collections/object/215894
BRLF.9.4,5,German,1,167273,1929-1930,194941,[Toy sailboat made by Lux Feininger],https://www.harvardartmuseums.org/collections/object/194941
M13676,1,Italian,0,214280,1753,261352,Scene from the Flight into Egypt,https://www.harvardartmuseums.org/collections/object/261352
R5019,0,British,0,248534,19th century,242722,Seashore in Holland,https://www.harvardartmuseums.org/collections/object/242722
2017.97.41.333,0,,0,140510,,360977,Untitled (Standing Man with Ball),https://www.harvardartmuseums.org/collections/object/360977
2002.50.34,380,Persian,0,122772,1575-1590,165467,"Iskandar Mourns the Dying Dara (painting, verso; text, recto), folio from a manuscript of the Shahnama by Firdawsi",https://www.harvardartmuseums.org/collections/object/165467
4.2002.3393,0,American,1,22568,c. 1945,138816,Untitled (gathering of flower bouquets),https://www.harvardartmuseums.org/collections/object/138816
BR63.3797,2,German?,1,158294,undated,162034,"Untitled [Men Working, Belgium]; verso: Untitled [Houses with Color Indications]",https://www.harvardartmuseums.org/collections/object/162034
1967.79.229,5,American,0,88003,1942,7880,Art Theory Text with Standard Configuration Diagram,https://www.harvardartmuseums.org/collections/object/7880
1951.31.5.386,8,Byzantine,0,77650,XI c.,74310,"Seal of John Hexamilites, patrikios, hypatos, judge of the Hippodrome, and of the Opsikion (XI c.)",https://www.harvardartmuseums.org/collections/object/74310
M16110,1,French,0,216679,1845,268516,A Philanthropic Lottery,https://www.harvardartmuseums.org/collections/object/268516
1978.495.227.A-D,0,,0,100010,,77176,4 Ceramic Fragments,https://www.harvardartmuseums.org/collections/object/77176
5.2002.183,1,American,1,41697,"May 11, 1908",145207,S. Approach of Washington St. Tunnel Progress,https://www.harvardartmuseums.org/collections/object/145207
2008.231,22,German,1,132982,1989,330076,Dream,https://www.harvardartmuseums.org/collections/object/330076
BRLF.386.3,0,German,1,173953,1931,39251,[Church spire against a cloudy sky],https://www.harvardartmuseums.org/collections/object/39251
M25669,27,American,1,228888,1957,193337,"A Moon for the Misbegotten, theatrical poster",https://www.harvardartmuseums.org/collections/object/193337
4.2002.16080.1,0,American,0,35569,c. 1950,319746,Untitled (passengers on crowded city bus),https://www.harvardartmuseums.org/collections/object/319746
4.2002.16011,3,American,0,35357,c. 1952,126279,Untitled (baton twirler),https://www.harvardartmuseums.org/collections/object/126279
4.2002.9125,1,American,0,28202,1930-1940,133326,Untitled (portrait of bride and groom in room with decorated fireplace),https://www.harvardartmuseums.org/collections/object/133326
4.2002.14344,0,American,0,33231,c. 1950,127936,Untitled (cars and buses on city street; city in background),https://www.harvardartmuseums.org/collections/object/127936
2007.184.2.427,2,American,0,129863,1967-68,321993,"Untitled (Chinook helicopter lifting 105mm howitzer silhouetted against sun and low clouds, Vietnam)",https://www.harvardartmuseums.org/collections/object/321993
BRLF.1010.170,0,American,1,183660,1940s-1950s,9178,Evening cloud,https://www.harvardartmuseums.org/collections/object/9178
1993.166,66,Netherlandish,0,115161,c. 1580,294223,A View of Etterbeek,https://www.harvardartmuseums.org/collections/object/294223
P1970.3132,4,American,0,233697,"October 1935, printed later",303434,"Untitled (Reedsville, West Virginia)",https://www.harvardartmuseums.org/collections/object/303434
M19144,0,French,0,219712,1867,266191,"""No... you do not belong to that play!""",https://www.harvardartmuseums.org/collections/object/266191
2017.188.5,1,American,0,141634,1930s,359845,Navaho Indian Woman,https://www.harvardartmuseums.org/collections/object/359845
S4.70.3,3,French,0,257948,17th century,233424,Stag Hunt,https://www.harvardartmuseums.org/collections/object/233424
S1.24.6,25,Italian,0,256473,1583,236017,Saint James Major,https://www.harvardartmuseums.org/collections/object/236017
G3630,2,German,0,195682,19th century,278279,Virgin Enthroned,https://www.harvardartmuseums.org/collections/object/278279
1942.176.282,28,Roman,0,66505,193 CE,185349,"Sestertius of Manlia Scantilla, wife of Didius Julianus",https://www.harvardartmuseums.org/collections/object/185349
1932.190,10,French,0,56699,18th century,298658,Landscape with Farm and Windmill,https://www.harvardartmuseums.org/collections/object/298658
M25650,44,American,1,228868,1968,193221,Nights of Travel that Flew with the Stars (Rilke Portfolio),https://www.harvardartmuseums.org/collections/object/193221
BRLF.170.3,0,German,1,170078,1931,43150,[Street in Brittany],https://www.harvardartmuseums.org/collections/object/43150
BRGA.22.51,12,German,0,161758,c. 1926-1928,52782,"Housing Development, Dessau-Törten, 1926-1928",https://www.harvardartmuseums.org/collections/object/52782
R5244,7,Dutch,0,248714,17th century,244943,Simon Simonides,https://www.harvardartmuseums.org/collections/object/244943
1995.522,9,German,1,116820,1984,218637,Threshold,https://www.harvardartmuseums.org/collections/object/218637
R8269,3,German,0,251497,1755,247786,House on the Edge of a Pond,https://www.harvardartmuseums.org/collections/object/247786
P1970.837,0,American,0,231436,"August 6, 1938",300806,"Untitled (public auction, A.H. Buchwalter farm, near Hilliards, Ohio)",https://www.harvardartmuseums.org/collections/object/300806
R9171,14,Italian,0,252335,16th century,244450,Adoration of the Shepherds,https://www.harvardartmuseums.org/collections/object/244450
R7146,4,French,0,250421,19th century,238397,"Jeanne of Aragon, Vice-reine of Sicily",https://www.harvardartmuseums.org/collections/object/238397
M23075,2,American,1,224969,1987,253721,Untitled,https://www.harvardartmuseums.org/collections/object/253721
1969.177.57,2,Egyptian,0,89501,1st millennium BCE,289436,GLAZED VASE FRAGMENT,https://www.harvardartmuseums.org/collections/object/289436
1977.216.2123.84.A,3,Greek,0,96751,2nd millennium BCE,199130,One of Two Joining Pottery Fragments,https://www.harvardartmuseums.org/collections/object/199130
BR63.1945,3,German,1,156441,8/20/1921,163334,Untitled [Street Scene],https://www.harvardartmuseums.org/collections/object/163334
1976.79.452,0,Roman,0,93862,228,185331,Sestertius of Julia Mamaea,https://www.harvardartmuseums.org/collections/object/185331
M14115,16,Russian,1,214700,1952,250557,Donkeys and Swimmer,https://www.harvardartmuseums.org/collections/object/250557
R383NA,0,British,0,244166,19th century,245076,Plate 26,https://www.harvardartmuseums.org/collections/object/245076
G1560,4,French,0,193815,18th-19th century,275532,The Third Hour of the Day,https://www.harvardartmuseums.org/collections/object/275532
S10.81,13,Dutch,0,260119,17th century,92705,"Cowherds and Cattle, Donkeys and a Goat, in a rocky landscape",https://www.harvardartmuseums.org/collections/object/92705
1986.528.103,2,Greek,0,110718,146 BCE-139 BCE,177650,Drachm of Demetrios II of Syria,https://www.harvardartmuseums.org/collections/object/177650
4.2002.16862,0,American,0,36565,c. 1950,125615,Untitled (family portrait outside of house),https://www.harvardartmuseums.org/collections/object/125615
1951.31.4.1327,1,Byzantine,0,74680,886-912 CE,74986,Coin of Leo VI,https://www.harvardartmuseums.org/collections/object/74986
BR63.604,2,German,1,155098,4/9/1908,148275,Untitled [Row of Trees],https://www.harvardartmuseums.org/collections/object/148275
20.1993,56,Japanese,1,44691,1991,232714,Diary;  Aug. 10th '91,https://www.harvardartmuseums.org/collections/object/232714
R5213,11,Dutch,0,248685,17th century,245564,Boat at the Foot of a Round Tower,https://www.harvardartmuseums.org/collections/object/245564
4.2002.16073.2,35,American,0,35554,c. 1962,319738,"Untitled (Cardinal baseball player Minnie Minoso in locker room, changing shoes)",https://www.harvardartmuseums.org/collections/object/319738
4.2002.15546.1,0,American,0,34446,1948,318453,Untitled (neon sign for drive-in theater),https://www.harvardartmuseums.org/collections/object/318453
M15961,0,French,0,216530,1841,269632,The Dry Lesson,https://www.harvardartmuseums.org/collections/object/269632
P1995.77,0,French,1,240763,1967,283203,Untitled (nature abstraction),https://www.harvardartmuseums.org/collections/object/283203
M7269,2,French,0,209095,1799,270421,Letter V,https://www.harvardartmuseums.org/collections/object/270421
S11.139.2,9,German,0,260543,1670,92791,Army of Turks Fleeing in Retreat,https://www.harvardartmuseums.org/collections/object/92791
P2003.76,2,American,0,243248,1894,71310,"Bird's Eye View of State Buildings at the White City, World's Columbian Exposition",https://www.harvardartmuseums.org/collections/object/71310
BRLF.1013.168,1,American,1,184555,1940s-1950s,54799,"[Watercolor by Lyonel Feininger, 1938]",https://www.harvardartmuseums.org/collections/object/54799
R6833,4,Italian,0,250124,17th century,244737,"Heads of Two Men, the One on the Right Wearing a Helmet",https://www.harvardartmuseums.org/collections/object/244737
